date,latitude,longitude,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,year,month,dayofyear,dayofweek,scaled_temperature_celsius,scaled_feels_like_celsius,scaled_wind_kph,scaled_pressure_mb,scaled_precip_mm,scaled_humidity,scaled_cloud,scaled_visibility_km,scaled_uv_index,scaled_air_quality_PM2.5,scaled_air_quality_PM10
2024-05-26,19.202871794871793,21.65497435897436,25.254358974358976,77.45846153846153,8.227179487179487,13.227179487179487,166.22051282051282,1014.0,29.941692307692307,0.013794871794871795,0.0043076923076923075,59.46666666666667,38.46153846153846,27.064102564102566,80.70410256410256,9.913846153846155,5.851282051282051,5.17948717948718,13.406666666666668,21.45076923076923,317.3367948717949,61.03589743589744,6.021523076923076,3.5368846153846154,10.43948717948718,21.26974358974359,1.3384615384615384,1.641025641025641,93.3076923076923,2024.0,5.0,147.0,6.0,0.4182588040930522,0.43594204138101605,0.06584945523886282,-0.00680190793893375,0.0385808856948622,-0.3112363263774876,-0.035984269494610276,0.14828086386658693,0.5535793527117664,-0.5451345485865372,-0.31012036979879654
2024-05-27,19.202871794871793,21.65497435897436,25.66051282051282,78.18871794871795,9.086153846153845,14.358205128205128,172.44615384615383,1013.8307692307692,29.934256410256413,0.016512820512820513,0.007538461538461538,58.0,34.56410256410256,27.72,81.88717948717948,9.604615384615386,5.687179487179487,5.230769230769231,14.344102564102563,22.494358974358974,322.1582051282051,61.06102564102564,6.875533333333333,4.317179487179487,11.414358974358976,23.101089743589743,1.3641025641025641,1.7538461538461538,87.36923076923077,2024.0,5.0,148.0,0.0,0.4621015367364302,0.49506880716529156,0.20730928778412247,-0.03276730230277494,0.1705138440607211,-0.37305947715648136,-0.15037051852262343,0.03304377296245028,0.5681469427604303,-0.4864361650978541,-0.2410737484456268
2024-05-28,19.202871794871793,21.65497435897436,25.50051282051282,77.89846153846155,9.043589743589743,14.36025641025641,171.13846153846154,1013.6717948717949,29.930307692307693,0.015333333333333334,0.006256410256410256,58.97435897435897,40.12307692307692,27.445128205128206,81.3974358974359,9.723076923076922,5.743589743589744,5.184615384615385,14.063076923076924,21.925128205128203,328.6202564102564,60.79179487179487,7.008184615384615,4.209089743589744,11.881538461538462,22.924358974358974,1.353846153846154,1.8358974358974358,79.49230769230769,2024.0,5.0,149.0,1.0,0.444830157210251,0.4702901156403723,0.20756584608390982,-0.0571590364021409,0.11325991873214081,-0.3319881532123946,0.012780394564700592,0.07718932519935835,0.5550361117166328,-0.458306639922583,-0.24773696854680954
2024-05-29,19.202871794871793,21.65497435897436,25.575384615384614,78.03538461538461,8.622564102564104,13.866666666666667,195.06153846153848,1012.7794871794872,29.905589743589744,0.014256410256410258,0.004461538461538461,58.55897435897436,36.89230769230769,27.415384615384614,81.33589743589744,9.844615384615384,5.846153846153846,5.251282051282051,13.678461538461539,21.781025641025643,325.1708974358974,58.96564102564102,6.884251282051281,4.180717948717949,11.395897435897437,22.463141025641026,1.4,1.8358974358974358,69.61538461538461,2024.0,5.0,150.0,2.0,0.4529122771167322,0.467608839318646,0.14583150519757454,-0.1940674794114854,0.06098459560604579,-0.3494975071043474,-0.0820397855506261,0.12248151515670558,0.5739739787798959,-0.4875477599456145,-0.26512611204626896
2024-05-30,18.803076923076922,22.300615384615384,25.67282051282051,78.21076923076923,8.915384615384616,14.26051282051282,178.71794871794873,1011.7384615384616,29.876153846153848,0.016153846153846154,0.005487179487179488,58.78974358974359,36.4974358974359,27.591282051282054,81.6553846153846,9.792307692307693,5.805128205128205,5.271794871794872,14.049743589743589,22.545128205128208,321.5705128205128,59.223076923076924,6.9895487179487175,4.1261282051282056,11.597948717948718,22.37974358974359,1.3743589743589744,1.7743589743589743,58.676923076923075,2024.0,5.0,151.0,3.0,0.46343010439229004,0.4834653527385104,0.19509069875674911,-0.3537939962557206,0.15308873635202272,-0.3397700882754847,-0.0936289186758327,0.10298867390923969,0.5798010147993614,-0.47538197188956977,-0.2682704172155249
2024-05-31,19.489845360824745,21.004845360824742,25.849484536082475,78.5298969072165,9.012886597938145,14.461082474226803,178.52061855670104,1012.7319587628866,29.907319587628862,0.015515463917525774,0.009845360824742268,58.9639175257732,37.1958762886598,27.67989690721649,81.81701030927834,9.95360824742268,5.907216494845361,5.22680412371134,14.431958762886598,22.921649484536083,324.35592783505155,59.90309278350516,7.091556701030927,4.053234536082474,11.25721649484536,21.40547680412371,1.3144329896907216,1.7371134020618557,47.623711340206185,2024.0,5.0,152.0,4.0,0.4825003006071593,0.4914536593625089,0.2201763808128269,-0.20135985352366695,0.12210078707624475,-0.33242828270121483,-0.07313031943669702,0.1630984966765921,0.5670205827051212,-0.4958979318382343,-0.3050028665683613
2024-06-01,19.21974358974359,21.646820512820515,26.16102564102564,79.09128205128205,9.177948717948718,14.61128205128205,189.22564102564104,1013.5538461538462,29.928974358974358,0.01353846153846154,0.006051282051282051,58.10769230769231,37.6,28.125641025641027,82.61948717948718,9.884615384615385,5.8820512820512825,5.364102564102564,14.633846153846154,22.943589743589744,304.0725641025641,61.365641025641025,5.841523076923077,3.4478846153846154,10.575897435897437,20.798846153846153,1.3128205128205128,1.6512820512820512,35.738461538461536,2024.0,6.0,153.0,5.0,0.5161299547414008,0.5316358687253868,0.2389621680203889,-0.07525612944360599,0.026134380188649112,-0.3685200150363454,-0.061269650858697386,0.1373878055224148,0.6060226768869564,-0.5369210977669739,-0.3278744557122127
2024-06-02,19.20897435897436,21.662358974358973,25.89128205128205,78.60615384615384,8.864615384615384,13.993333333333334,180.0,1013.225641025641,29.919282051282053,0.016512820512820513,0.005333333333333333,59.47179487179487,38.364102564102566,27.386153846153846,81.28307692307693,9.804615384615385,5.82051282051282,5.358974358974359,14.195897435897434,22.232307692307693,301.1152564102564,62.29692307692307,5.50391282051282,3.4545512820512823,10.19076923076923,20.38269230769231,1.3076923076923077,1.6871794871794872,25.615384615384617,2024.0,6.0,154.0,6.0,0.4870121802838039,0.46497379189901844,0.1616739802094445,-0.12561325790681316,0.17051384406072106,-0.311020161514624,-0.038843925720310604,0.10757522479099638,0.60456591788209,-0.560110201396643,-0.3435645626751717
2024-06-03,19.21974358974359,21.646820512820515,26.124102564102564,79.02615384615385,8.927692307692308,14.191794871794873,185.22564102564104,1012.574358974359,29.900358974358973,0.01476923076923077,0.007282051282051283,58.42051282051282,39.37435897435898,28.04974358974359,82.48205128205129,9.884615384615385,5.866666666666666,5.338461538461538,14.247692307692308,22.454358974358975,310.7839743589744,60.35282051282051,6.198441025641025,3.9933589743589746,11.030256410256412,21.911730769230765,1.3435897435897435,1.758974358974359,16.553846153846155,2024.0,6.0,155.0,0.0,0.5121442517738211,0.5247939912147749,0.18649599571387226,-0.22554068470098987,0.08587760661847198,-0.355333958401665,-0.009193805906470356,0.1373878055224148,0.5987388818626244,-0.5095635134582032,-0.2859157454559076
2024-06-04,19.20897435897436,21.662358974358973,26.25897435897436,79.26871794871795,8.637948717948719,13.745641025641026,183.15384615384616,1012.1846153846154,29.88753846153846,0.014871794871794873,0.004615384615384616,57.88205128205128,36.85641025641026,28.173846153846153,82.7102564102564,9.917948717948718,5.876923076923077,5.312820512820513,13.971794871794872,22.083589743589744,317.97141025641025,60.30358974358975,6.449205128205128,4.037179487179487,11.935384615384615,23.35775641025641,1.3846153846153846,1.8205128205128205,8.492307692307692,2024.0,6.0,156.0,1.0,0.5267031390026194,0.5359813855226675,0.1306945655101199,-0.2853397747510484,0.09085620882095724,-0.37803126900234446,-0.08309334310746305,0.14980971416050584,0.5914550868382925,-0.4550644882832818,-0.23139673238282826
2024-06-05,19.20897435897436,21.662358974358973,26.373333333333335,79.4723076923077,8.426153846153845,13.515384615384615,188.85641025641024,1012.3282051282051,29.892256410256408,0.014512820512820513,0.002307692307692308,56.88717948717949,36.61025641025641,28.20769230769231,82.76564102564102,9.901025641025642,5.887179487179488,5.4512820512820515,13.09948717948718,20.865641025641025,324.88602564102564,61.99333333333334,6.842538461538462,4.284358974358975,12.275897435897436,23.160576923076924,1.3948717948717948,1.9384615384615385,3.3076923076923075,2024.0,6.0,157.0,2.0,0.5390477468049847,0.5390324930611836,0.10189589635898792,-0.26330853104839524,0.07343110111225888,-0.4199672523978857,-0.09031773778291652,0.14350320669809036,0.6307875799696849,-0.43456173886903376,-0.2388309235439592
2024-06-06,19.365284974093264,21.221658031088083,26.538341968911915,79.7699481865285,8.361139896373057,13.333937823834196,184.94300518134716,1013.2124352331606,29.918497409326427,0.011813471502590675,0.002383419689119171,56.50777202072539,30.202072538860104,28.103108808290152,82.58082901554404,9.830051813471503,5.844559585492228,5.533678756476684,13.411917098445596,21.448704663212435,319.65867875647666,62.08911917098446,6.717419689119171,4.2607124352331605,11.789637305699483,22.956930051813472,1.3989637305699483,1.8808290155440415,0.18652849740932642,2024.0,6.0,158.0,3.0,0.5568597891185766,0.5296046713689246,0.07920195219223945,-0.12763944741832658,-0.057599001931905765,-0.43596009217420456,-0.2783921886322756,0.11705429465089635,0.6541938477110875,-0.4638401360364993,-0.2465089522881998
2024-06-07,19.20897435897436,21.662358974358973,26.88307692307692,80.40051282051282,8.234358974358974,13.191794871794873,175.25641025641025,1013.2615384615384,29.920923076923078,0.014256410256410258,0.0045128205128205125,56.07179487179487,33.46666666666667,28.751794871794875,83.74358974358974,9.927692307692308,5.8820512820512825,5.4974358974358974,13.383076923076922,21.305641025641027,320.92217948717945,62.65948717948718,7.0285179487179485,4.262653846153846,11.8,22.75314102564103,1.3897435897435897,1.9025641025641025,0.0,2024.0,6.0,159.0,4.0,0.5940725905518504,0.588081358187936,0.061423824567530746,-0.12010544698114986,0.06098459560604579,-0.4543374655932004,-0.18257927811735347,0.1534407336085632,0.6438984110134824,-0.463216183833525,-0.2541923406506394
2024-06-08,19.21974358974359,21.646820512820515,26.554358974358976,79.8,8.65846153846154,13.929743589743591,185.15384615384616,1012.1179487179487,29.8874358974359,0.014307692307692308,0.007128205128205129,58.87179487179487,35.712820512820514,28.615384615384617,83.50666666666666,9.903589743589745,5.871794871794871,5.4512820512820515,13.686153846153847,21.867179487179488,303.6192307692308,61.23487179487179,5.973820512820513,3.543102564102564,10.875384615384617,20.879679487179487,1.353846153846154,1.7435897435897436,2.8153846153846156,2024.0,6.0,160.0,5.0,0.558588762743258,0.5757844702296738,0.1537206729160361,-0.29556856647013735,0.06347389670728841,-0.33631145046966693,-0.11665667670384061,0.14445873813178967,0.6307875799696849,-0.5188885591255268,-0.32482682403009755
2024-06-09,19.21974358974359,21.646820512820515,26.316410256410254,79.36974358974359,9.505641025641026,15.072051282051284,187.8153846153846,1011.1692307692308,29.859384615384617,0.011641025641025642,0.004871794871794871,59.4,36.55897435897436,28.348717948717947,83.02205128205128,9.97948717948718,5.917948717948718,5.38974358974359,14.438461538461539,22.910769230769233,305.4315384615385,59.717948717948715,5.879974358974359,3.6008846153846155,10.70974358974359,21.458333333333332,1.3384615384615384,1.6871794871794872,6.753846153846154,2024.0,6.0,161.0,6.0,0.5329031213966325,0.5517454411383343,0.29659157611012626,-0.44113214093409553,-0.06596976055732784,-0.3140464695947146,-0.09182282000696934,0.17274246856928924,0.6133064719112883,-0.5288620351207108,-0.30301003481958744
