country,year,month,avg_temperature_celsius,avg_precip_mm,observations
Algeria,2026.0,4.0,13.03,0.009666666666666667,30
Algeria,2026.0,5.0,16.448387096774194,0.0032258064516129032,31
Algeria,2026.0,6.0,20.96470588235294,0.0017647058823529412,17
Andorra,2024.0,5.0,12.423529411764704,0.04058823529411765,17
Andorra,2024.0,6.0,17.459999999999997,0.033,30
Andorra,2024.0,7.0,24.010344827586206,0.012068965517241381,29
Andorra,2024.0,8.0,23.416129032258063,0.022580645161290325,31
Andorra,2024.0,9.0,14.58,0.02033333333333333,30
Andorra,2024.0,10.0,11.593548387096773,0.01032258064516129,31
Andorra,2024.0,11.0,6.1433333333333335,0.009000000000000001,30
Andorra,2024.0,12.0,3.0387096774193556,0.016129032258064516,31
Andorra,2025.0,1.0,2.112903225806452,0.012258064516129033,31
Andorra,2025.0,2.0,4.146428571428571,0.008214285714285714,28
Andorra,2025.0,3.0,1.700000000000001,0.022903225806451617,31
Andorra,2025.0,4.0,7.21,0.023333333333333334,30
Andorra,2025.0,5.0,11.038709677419355,0.024193548387096774,31
Andorra,2025.0,6.0,21.09333333333333,0.005333333333333333,30
Andorra,2025.0,7.0,19.07741935483871,0.012903225806451613,31
Andorra,2025.0,8.0,20.793548387096774,0.0064516129032258064,31
Andorra,2025.0,9.0,13.860000000000001,0.008333333333333333,30
Andorra,2025.0,10.0,9.35483870967742,0.0035483870967741938,31
Andorra,2025.0,11.0,0.8000000000000014,0.014000000000000002,30
Andorra,2025.0,12.0,-1.6322580645161266,0.00967741935483871,31
Andorra,2026.0,1.0,-1.8533333333333302,0.023000000000000003,30
Andorra,2026.0,2.0,-1.4749999999999979,0.014285714285714287,28
Andorra,2026.0,3.0,-1.3499999999999979,0.011666666666666667,30
Andorra,2026.0,4.0,3.236666666666667,0.005666666666666667,30
Andorra,2026.0,5.0,7.364516129032259,0.005806451612903225,31
Andorra,2026.0,6.0,10.705882352941176,0.0029411764705882353,17
Angola,2024.0,5.0,29.08823529411765,0.0,17
Angola,2024.0,6.0,26.55,0.0,30
Angola,2024.0,7.0,24.475862068965515,0.0,29
Angola,2024.0,8.0,24.458064516129035,0.0,31
Angola,2024.0,9.0,25.956666666666667,0.0006666666666666666,30
Angola,2024.0,10.0,26.251612903225805,0.004193548387096774,31
Angola,2024.0,11.0,27.296666666666667,0.011333333333333334,30
Angola,2024.0,12.0,27.758064516129032,0.021612903225806453,31
Angola,2025.0,1.0,29.38064516129032,0.011290322580645162,31
Angola,2025.0,2.0,29.264285714285712,0.0067857142857142855,28
Angola,2025.0,3.0,29.548387096774192,0.0064516129032258064,31
Angola,2025.0,4.0,28.626666666666665,0.012333333333333333,30
Angola,2025.0,5.0,27.861290322580647,0.0032258064516129032,31
Angola,2025.0,6.0,25.203333333333333,0.0003333333333333333,30
Angola,2025.0,7.0,22.293548387096774,0.0,31
Angola,2025.0,8.0,21.019354838709678,0.0009677419354838711,31
Angola,2025.0,9.0,22.696666666666665,0.003,30
Angola,2025.0,10.0,24.612903225806452,0.008064516129032258,31
Angola,2025.0,11.0,26.14,0.011000000000000001,30
Angola,2025.0,12.0,25.77741935483871,0.004516129032258065,31
Angola,2026.0,1.0,26.016666666666666,0.0016666666666666668,30
Angola,2026.0,2.0,25.735714285714288,0.013214285714285715,28
Angola,2026.0,3.0,26.326666666666664,0.015000000000000001,30
Angola,2026.0,4.0,25.720000000000002,0.016,30
Angola,2026.0,5.0,24.38064516129032,0.008387096774193548,31
Angola,2026.0,6.0,22.935294117647057,0.0058823529411764705,17
Antigua and Barbuda,2024.0,5.0,29.41176470588235,0.022941176470588236,17
Antigua and Barbuda,2024.0,6.0,29.92758620689655,0.019655172413793106,29
Antigua and Barbuda,2024.0,7.0,28.675,0.02392857142857143,28
Antigua and Barbuda,2024.0,8.0,28.774193548387096,0.025483870967741937,31
Antigua and Barbuda,2024.0,9.0,27.709999999999997,0.021666666666666667,30
Antigua and Barbuda,2024.0,10.0,27.72258064516129,0.024516129032258065,31
Antigua and Barbuda,2024.0,11.0,26.389655172413793,0.02793103448275862,29
Antigua and Barbuda,2024.0,12.0,25.606451612903225,0.03193548387096774,31
Antigua and Barbuda,2025.0,1.0,24.436666666666667,0.024000000000000004,30
Antigua and Barbuda,2025.0,2.0,24.67142857142857,0.03428571428571429,28
Antigua and Barbuda,2025.0,3.0,24.506451612903227,0.017096774193548388,31
Antigua and Barbuda,2025.0,4.0,24.946666666666665,0.016333333333333335,30
Antigua and Barbuda,2025.0,5.0,26.129032258064516,0.01967741935483871,31
Antigua and Barbuda,2025.0,6.0,26.8,0.030000000000000002,30
Antigua and Barbuda,2025.0,7.0,26.81935483870968,0.02870967741935484,31
Antigua and Barbuda,2025.0,8.0,27.62258064516129,0.025161290322580646,31
Antigua and Barbuda,2025.0,9.0,27.02,0.030333333333333334,30
Antigua and Barbuda,2025.0,10.0,26.719354838709677,0.031290322580645166,31
Antigua and Barbuda,2025.0,11.0,26.026666666666664,0.024333333333333332,30
