country,location_name,latitude,longitude,temperature_celsius,precip_mm,humidity,air_quality_PM2.5
Bahamas,Nassau,25.08,-77.35,28.21470588235294,0.013235294117647059,78.1470588235294,4.424117647058824
Bahamas,Nassau,25.0833,-77.35,23.906201550387596,0.00124031007751938,82.49612403100775,9.54003875895064
Bahrain,Manama,26.2361,50.5831,28.72255639097744,0.00045112781954887224,51.2406015037594,50.75007518796993
Bahrain,Manama,26.24,50.58,37.00909090909091,0.0,47.59090909090909,40.845454545454544
Bangladesh,Dhaka,23.72,90.41,29.975757575757576,0.02575757575757576,74.39393939393939,19.68045454545455
Bangladesh,Dhaka,23.7231,90.4086,31.05877192982456,0.009649122807017544,39.68421052631579,46.74179824728715
Barbados,Bridgetown,13.1,-59.62,29.23548387096774,0.024516129032258065,78.0,3.064645161290323
Barbados,Bridgetown,13.1,-59.6167,26.572592592592596,0.03133333333333334,80.25925925925925,12.30963733187075
Belarus,Minsk,53.9,27.5667,6.9242187500000005,0.014843750000000001,78.7578125,13.918164061754942
Belarus,Minsk,53.9,27.57,23.410526315789475,0.02,55.26315789473684,4.496315789473685
Belgium,'S Gravenjansdijk,51.25,3.63,21.490909090909092,0.017272727272727273,62.0,8.26
Belgium,'S Gravenjansdijk,51.25,3.6333,12.17142857142857,0.010952380952380953,74.5079365079365,24.75166666666667
Belgium,'S Gravenstaffel,50.88,2.98,19.0,0.0,64.0,1.5
Belgium,'S-Gravenbrakel,50.6,4.1333,8.870000000000001,0.012,84.35,10.888874980926513
Belgium,Brussels,50.83,4.33,18.85185185185185,0.02666666666666667,69.85185185185185,7.7901851851851855
Belgium,Brussels,50.8333,4.3333,9.163703703703703,0.008666666666666668,80.99259259259259,19.47662962962963
Belize,Belmopan,17.25,-88.77,26.478125,0.0084375,92.28125,3.13265625
Belize,Belmopan,17.25,-88.7667,21.277241379310343,0.013862068965517243,96.22068965517241,7.764275863384378
Benin,Porto-Novo,6.48,2.62,28.5125,0.03375,72.95833333333333,5.296458333333333
Benin,Porto-Novo,6.4833,2.6167,28.073643410852714,0.01604651162790698,82.63565891472868,27.37701550387597
Bhutan,Thimphu,27.48,89.6,13.965625,0.0490625,91.8125,7.190625
Bhutan,Thimphu,27.4833,89.6,13.119736842105263,0.03335526315789474,54.75657894736842,9.514506580202204
Bolivia,National,-11.1833,-67.0833,22.16315789473684,0.013082706766917293,87.65413533834587,10.326842105263157
Bolivia,National,-11.18,-67.08,25.200000000000003,0.001153846153846154,53.11538461538461,17.62403846153846
Bolivia,Sucre,-19.0431,-65.2592,11.757936507936508,0.018253968253968255,78.37301587301587,6.52111111262488
Bolivia,Sucre,-19.04,-65.26,11.103703703703705,0.002962962962962963,59.0,8.802777777777779
Bosnia and Herzegovina,Sarajevo,43.85,18.38,27.270833333333332,0.015416666666666667,42.5,8.937708333333333
Bosnia and Herzegovina,Sarajevo,43.85,18.3833,9.999193548387098,0.01282258064516129,76.2741935483871,26.667379032258065
Botswana,Gaborone,-24.65,25.91,24.553333333333335,0.0003333333333333333,21.633333333333333,10.792166666666667
Botswana,Gaborone,-24.6464,25.9119,22.039849624060153,0.006090225563909775,59.015037593984964,17.985827067669174
Brazil,Bras,-2.0833,-58.1667,23.099999999999998,0.014672897196261683,88.83177570093459,10.06855140186916
Brazil,Bras,-2.08,-58.17,28.134615384615383,0.009230769230769232,65.23076923076923,5.482692307692308
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,27.473529411764705,0.034705882352941184,88.29411764705883,7.920147058823528
Brunei Darussalam,Bandar Seri Begawan,4.8833,114.9333,30.121951219512194,0.03536585365853659,73.17073170731707,17.21939024390244
Bulgaria,Bogot,43.3167,24.7,13.401785714285714,0.007410714285714286,58.25892857142857,19.360223214285714
Bulgaria,Bogot,43.32,24.7,31.15,0.0,26.272727272727273,6.396590909090909
Bulgaria,Lom,43.81,23.24,23.46666666666667,0.0033333333333333335,51.666666666666664,4.266666666666667
Bulgaria,Lom,43.8139,23.2361,10.166666666666666,0.0018750000000000001,76.58333333333333,17.401979166666667
